,Wall Insulation,Roof Insulation,Ventilation Minimum Indoor Temperature,Ventilation Maximum Outdoor Temperature,Light,Window to Wall Ratio,DistrictCooling:Facility,DistrictHeating:Facility,Electricity:Facility
14,0.4104725138638068,0.3890425760766869,21.99402299833146,27.3770917422894,3.1340096264055317,0.6570841777852469,20367837697.77162,73151286858.87222,108533715586.1205
15,0.4010544958743496,0.4545070746223566,25.520928178632825,27.214326216892015,2.8376820321938565,0.8808610079475693,9845438919.59145,79654263018.27576,106769586860.06563
16,0.1786172376501574,0.22618228135926038,21.21447342950335,27.765068492289235,4.516105733079514,0.25373758691303355,26368749662.200138,64000264237.261116,116761756077.72092
17,0.2794973042415747,0.35151158102414115,25.316822099255432,27.658856815978364,3.4542653098547316,0.19008282257093806,8676487654.71056,60101725781.64305,110440295539.83046
18,0.23600083975774389,0.49985806470475136,24.401947697672828,26.67375604249745,3.0471142828602407,0.13808273208410227,9588736617.66898,58542309156.90653,108016401050.77841
19,0.39219477701613936,0.17243743727666883,20.029474278583148,28.649428798795316,2.2482738193136678,0.8634271664243659,39950381977.26791,86620721825.33939,103260659645.63998
20,0.10680800458393903,0.40411852421060623,22.756158959520597,27.89855647113448,4.804753169769271,0.47442608744489956,15839088948.03153,68981230360.22736,118480162478.9917
21,0.4323907363830579,0.4184822718635516,25.21580833672543,28.87584595649045,4.285598478611115,0.41933445008159886,9167574560.598759,62825777018.54085,115389475948.85358
22,0.30413828929265496,0.3979749739621401,22.628194441069134,28.330900693975767,2.3216320013492644,0.2167464559161257,15355475709.213095,62785798376.21211,103697383321.55832
23,0.33822663113415474,0.11895781699188439,21.68516935273333,26.08465589355578,2.7496104094863365,0.28219921554379745,22160719224.384087,73179353743.48871,106245269575.39984
24,0.34488273693330723,0.47824401083049983,21.011851347688957,29.22752562715789,4.8924912642135325,0.5133303829887198,28885176092.033607,64098678205.45677,119002494167.98004
25,0.47054030151801507,0.21375022613410488,24.632404266666477,29.582244296720845,2.9269548005024255,0.26111629044192886,9633839934.92536,65255066836.68695,107301054931.56453
26,0.44397411754728355,0.1668677846513218,24.166766528652687,29.46404131947198,3.053576293328563,0.386694603789439,10815634822.450796,71004769830.79108,108054871373.8867
27,0.35936758910310884,0.31478416074471643,21.635083661108073,28.979779358512573,4.366290690725081,0.7823738842767359,23666140990.998917,74985653322.90047,115869861347.10799
28,0.15387983559435203,0.27780157801047245,20.61979338257791,26.786087205012876,2.5622246434740394,0.33733555377954016,32034092820.48035,70512952715.85486,105129704845.23856
29,0.13943015285678678,0.12562172772787025,21.43536586200357,28.266798470681756,2.462490394666127,0.6818320000191505,24951049683.147152,87875762060.18423,104535956383.29861
30,0.4999998544924277,0.25215296775749185,24.229369550761625,29.81011048746713,2.821999072210763,0.30431919447064393,10312659716.082413,65499687513.408875,106676221406.5737
31,0.20773020342705473,0.37692267492770404,22.16508936155769,29.315846294933728,3.7317795149198454,0.23599193163694127,18489159172.336514,61486729127.21661,112092422410.92416
32,0.25434494228158316,0.18031050286821754,20.831287765766675,27.1712548132425,2.0735930203373645,0.7143456910690831,30517463869.42698,83537686943.87213,102220731466.88193
33,0.28577506659386276,0.2812492795188177,23.18572546621981,28.434478863667785,3.920968350033145,0.42537201155595894,13637468872.873552,66973976267.857056,113218721362.46162
34,0.1998580170850986,0.1453772356300117,24.031083212439746,27.44178352435995,4.634739864783574,0.44747977490314883,11578825348.238039,72507161241.1466,117468021318.34583
35,0.3174087105154766,0.48474926092592285,24.91462186665968,29.62752973626949,3.291871740334673,0.8599855251644525,10293098690.121365,78103151424.52786,109473516993.0027
36,0.1840953138177457,0.26304057945455356,25.94146923895952,26.333831969755124,4.246764538049797,0.5945823430752172,10754115734.704685,73146848679.4137,115158285633.0398
37,0.4699484200174645,0.29915758518025704,23.37965791888672,26.430189159550835,4.0676080917261395,0.8208209781807567,13758059152.628458,76385453470.68842,114091712557.86508
38,0.14403622479863318,0.23311105395778306,23.713687530169103,29.743308174314784,2.1256730888235547,0.37331953384921657,11757188366.78129,74128282151.86638,102530780030.24908
39,0.11659850127134422,0.24086508932544884,21.906340338111946,28.19609559932818,3.6985745021574714,0.7548636089064598,21512286222.329636,81710628445.28444,111894742822.49782
